Username,Comment Content,Reactions,Time Stamp,Post Url
Robyn Payne,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Houses of Parliament in Budapest
 </div>
</div>
",,14 w,https://facebook.com/APTouring/posts/253515627036573
Sue Stanley,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Budapest
 </div>
</div>
",,14 w,https://facebook.com/APTouring/posts/253515627036573
Lynda Gulbransen,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Great memories
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""♥️"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/tac/1/16/2665.png"" width=""16""/>
  </span>
 </div>
</div>
",,14 w,https://facebook.com/APTouring/posts/253515627036573
Perri Brereton,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Budapest ... truly beautiful
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""😍"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t2/1/16/1f60d.png"" width=""16""/>
  </span>
 </div>
</div>
",,14 w,https://facebook.com/APTouring/posts/253515627036573
Jan Jackson,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Budapest
 </div>
</div>
",,14 w,https://facebook.com/APTouring/posts/253515627036573
Bob Alves,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Budapest
 </div>
</div>
",,14 w,https://facebook.com/APTouring/posts/253515627036573
Stephen Venn,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Booked for April 2024
 </div>
</div>
",,14 w,https://facebook.com/APTouring/posts/253515627036573
Petrea Hurley,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Currently on a Cruise from Amsterdam to Budapest. Only half way along the Rivers but so many memories so far. The staff are of the highest standards in Customer Service which is already the first memory. So many photo opportunities along the way it is
  <a tabindex=""-1"">
  </a>
  so hard to decide. I continue now to enjoy my APT experience &amp; creating memories for a lifetime
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""❤️"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t6c/1/16/2764.png"" width=""16""/>
  </span>
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""🌷"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t6f/1/16/1f337.png"" width=""16""/>
  </span>
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""🌷"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t6f/1/16/1f337.png"" width=""16""/>
  </span>
 </div>
</div>
",5,14 w,https://facebook.com/APTouring/posts/253326363722166
APT,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Thankyou so much Petrea, we're so glad to hear you are having a wonderful time on tour with us.
 </div>
 <div dir=""auto"" style=""text-align: start;"">
  What an incredible image - thankyou for sharing
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""😊"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t7f/1/16/1f60a.png"" width=""16""/>
  </span>
 </div>
</div>
",,14 w,https://facebook.com/APTouring/posts/253326363722166
Erin Dunk,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  <a class=""x1i10hfl xjbqb8w x6umtig x1b1mbwd xaqea5y xav7gou x9f619 x1ypdohk xt0psk2 xe8uvvx xdj266r x11i5rnm xat24cr x1mh8g0r xexx8yu x4uap5 x18d9i69 xkhd6sd x16tdsg8 x1hl2dhg xggy1nq x1a2a7pz xt0b8zv xzsf02u x1s688f"" href=""https://www.facebook.com/petrea.hurley?__cft__[0]=AZUmjx2ueQkjqbnq3Kmvr92sBmL1F9OyDdl-LT4XG17jphYt1v9J4GznbYjbjPXwaGgAA41_m9fXFEKCGGOCAaycYw0q_UGFuS4GWlXpPpRJhNeu2d8t-ZcG5FcTdxZjMjngxGi4q4VZbpA2SkLArlMDdzC806WCnUopNCvi8s-G2myZ00nBzaeTysdFZggTGJA&amp;__tn__=R]-R"" role=""link"" tabindex=""0"">
   <span class=""xt0psk2"">
    <span>
     Petrea Hurley
    </span>
   </span>
  </a>
  so beautiful. We board in Budapest next Wednesday. So excited!
 </div>
</div>
",,14 w,https://facebook.com/APTouring/posts/253326363722166
Petrea Hurley,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  <a class=""x1i10hfl xjbqb8w x6umtig x1b1mbwd xaqea5y xav7gou x9f619 x1ypdohk xt0psk2 xe8uvvx xdj266r x11i5rnm xat24cr x1mh8g0r xexx8yu x4uap5 x18d9i69 xkhd6sd x16tdsg8 x1hl2dhg xggy1nq x1a2a7pz xt0b8zv xzsf02u x1s688f"" href=""https://www.facebook.com/flossyerin?__cft__[0]=AZUmjx2ueQkjqbnq3Kmvr92sBmL1F9OyDdl-LT4XG17jphYt1v9J4GznbYjbjPXwaGgAA41_m9fXFEKCGGOCAaycYw0q_UGFuS4GWlXpPpRJhNeu2d8t-ZcG5FcTdxZjMjngxGi4q4VZbpA2SkLArlMDdzC806WCnUopNCvi8s-G2myZ00nBzaeTysdFZggTGJA&amp;__tn__=R]-R"" role=""link"" tabindex=""0"">
   <span class=""xt0psk2"">
    <span>
     Erin Dunk
    </span>
   </span>
  </a>
  you will love it
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""❤️"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t6c/1/16/2764.png"" width=""16""/>
  </span>
 </div>
</div>
",,14 w,https://facebook.com/APTouring/posts/253326363722166
Roslyn Hack,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Canada and Alaska has been our favourite trip so far.  Was just brilliant. But ever so excited as we are doing Budapest to Amsterdam in two weeks.  Still trying to work out what clothes to pack
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""🤣"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t52/1/16/1f923.png"" width=""16""/>
  </span>
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""🤣"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t52/1/16/1f923.png"" width=""16""/>
  </span>
 </div>
</div>
",,14 w,https://facebook.com/APTouring/posts/253326363722166
APT,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Thanks so much for joining us Roslyn!
 </div>
 <div dir=""auto"" style=""text-align: start;"">
  We're so excited to be able to take you on so many incredible adventures
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""😊"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t7f/1/16/1f60a.png"" width=""16""/>
  </span>
 </div>
</div>
",,14 w,https://facebook.com/APTouring/posts/253326363722166
Sandra Gaylor,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Our 50th wedding anniversary on laPontant sailing the kimberley
 </div>
</div>
",,14 w,https://facebook.com/APTouring/posts/253326363722166
Carla Blackburn,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Our 1St but not our last trip with APT was on the Amadolce in 2009. Such a memorable holiday. Amsterdam to Budapest
 </div>
</div>
",,14 w,https://facebook.com/APTouring/posts/253326363722166
APT,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Wow Carla! Some incredible pictures there, thankyou so much for sharing!
 </div>
</div>
",,14 w,https://facebook.com/APTouring/posts/253326363722166
Sandra Gaylor,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  On our Canada and Alaska tour
 </div>
</div>
",,14 w,https://facebook.com/APTouring/posts/253326363722166
APT,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  <span class=""x1n2onr6"">
   <div class=""x1i10hfl xjbqb8w x6umtig x1b1mbwd xaqea5y xav7gou x9f619 x1ypdohk xt0psk2 xe8uvvx xdj266r x11i5rnm xat24cr x1mh8g0r xexx8yu x4uap5 x18d9i69 xkhd6sd x16tdsg8 x1hl2dhg xggy1nq x1a2a7pz"" role=""button"" tabindex=""0"">
    <span style=""color: rgb(241, 118, 94); font-weight: bold;"">
     Congratulations
    </span>
   </div>
   <div class=""x1o1ewxj x3x9cwd x1e5q0jg x13rtm0m x1ey2m1c xds687c xg01cxk x47corl x10l6tqk x17qophe x13vifvy x1ebt8du x19991ni x1dhq9h"" data-visualcompletion=""ignore"">
   </div>
  </span>
  Sandra! You are one of the lucky winners of our voyage magazine. Would you be able to send us a private message to claim your prize?
 </div>
</div>
",,9 w,https://facebook.com/APTouring/posts/253326363722166
Anita J Pahl,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Sandra Gaylor is that Canadian whiskey? I remember it on my APT trip. Been buying it ever since.
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""😋"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t0/1/16/1f60b.png"" width=""16""/>
  </span>
 </div>
</div>
",,14 w,https://facebook.com/APTouring/posts/253326363722166
Sandra Gaylor,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  <a class=""x1i10hfl xjbqb8w x6umtig x1b1mbwd xaqea5y xav7gou x9f619 x1ypdohk xt0psk2 xe8uvvx xdj266r x11i5rnm xat24cr x1mh8g0r xexx8yu x4uap5 x18d9i69 xkhd6sd x16tdsg8 x1hl2dhg xggy1nq x1a2a7pz xt0b8zv xzsf02u x1s688f"" href=""https://www.facebook.com/anita.pahl?__cft__[0]=AZUmjx2ueQkjqbnq3Kmvr92sBmL1F9OyDdl-LT4XG17jphYt1v9J4GznbYjbjPXwaGgAA41_m9fXFEKCGGOCAaycYw0q_UGFuS4GWlXpPpRJhNeu2d8t-ZcG5FcTdxZjMjngxGi4q4VZbpA2SkLArlMDdzC806WCnUopNCvi8s-G2myZ00nBzaeTysdFZggTGJA&amp;__tn__=R]-R"" role=""link"" tabindex=""0"">
   <span class=""xt0psk2"">
    <span>
     Anita J Pahl
    </span>
   </span>
  </a>
  sure is
 </div>
</div>
",,14 w,https://facebook.com/APTouring/posts/253326363722166
Lyn Flannery,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  APT river cruise Budapest to Amsterdam best trip ever loved the experience ,service and the crew on board were excellent as was the food fantastic trip
 </div>
</div>
",,14 w,https://facebook.com/APTouring/posts/253326363722166
APT,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Thankyou so much Lyn!
 </div>
</div>
",,14 w,https://facebook.com/APTouring/posts/253326363722166
Sandra Gaylor,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  We have travelled to many countries with APT. Always so well looked after and experienced so much that we would not have if on our own. Making memories
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""❤️"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t6c/1/16/2764.png"" width=""16""/>
  </span>
 </div>
</div>
",,14 w,https://facebook.com/APTouring/posts/253326363722166
APT,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  How wonderful Sandra! So many special memories
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""😊"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t7f/1/16/1f60a.png"" width=""16""/>
  </span>
 </div>
</div>
",,14 w,https://facebook.com/APTouring/posts/253326363722166
Terry Wright,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  <a class=""x1i10hfl xjbqb8w x6umtig x1b1mbwd xaqea5y xav7gou x9f619 x1ypdohk xt0psk2 xe8uvvx xdj266r x11i5rnm xat24cr x1mh8g0r xexx8yu x4uap5 x18d9i69 xkhd6sd x16tdsg8 x1hl2dhg xggy1nq x1a2a7pz xt0b8zv xzsf02u x1s688f"" href=""https://www.facebook.com/robert.bolitho.9?__cft__[0]=AZUmjx2ueQkjqbnq3Kmvr92sBmL1F9OyDdl-LT4XG17jphYt1v9J4GznbYjbjPXwaGgAA41_m9fXFEKCGGOCAaycYw0q_UGFuS4GWlXpPpRJhNeu2d8t-ZcG5FcTdxZjMjngxGi4q4VZbpA2SkLArlMDdzC806WCnUopNCvi8s-G2myZ00nBzaeTysdFZggTGJA&amp;__tn__=R]-R"" role=""link"" tabindex=""0"">
   <span class=""xt0psk2"">
    <span>
     Robert Bolitho
    </span>
   </span>
  </a>
  we must have some amazing pictures from one of the many trips we’ve done with
  <a class=""x1i10hfl xjbqb8w x6umtig x1b1mbwd xaqea5y xav7gou x9f619 x1ypdohk xt0psk2 xe8uvvx xdj266r x11i5rnm xat24cr x1mh8g0r xexx8yu x4uap5 x18d9i69 xkhd6sd x16tdsg8 x1hl2dhg xggy1nq x1a2a7pz xt0b8zv xzsf02u x1s688f"" href=""https://www.facebook.com/APTouring?__cft__[0]=AZUmjx2ueQkjqbnq3Kmvr92sBmL1F9OyDdl-LT4XG17jphYt1v9J4GznbYjbjPXwaGgAA41_m9fXFEKCGGOCAaycYw0q_UGFuS4GWlXpPpRJhNeu2d8t-ZcG5FcTdxZjMjngxGi4q4VZbpA2SkLArlMDdzC806WCnUopNCvi8s-G2myZ00nBzaeTysdFZggTGJA&amp;__tn__=R]-R"" role=""link"" tabindex=""0"">
   <span class=""xt0psk2"">
    <span>
     APT
    </span>
   </span>
  </a>
  .
 </div>
</div>
",,14 w,https://facebook.com/APTouring/posts/253326363722166
Dorothy Viskovic,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Had a wonderful Christmas cruise in November 2013
 </div>
 <div dir=""auto"" style=""text-align: start;"">
  With my granddaughters.
 </div>
 <div dir=""auto"" style=""text-align: start;"">
  Was a magical experience
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""🤩"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t58/1/16/1f929.png"" width=""16""/>
  </span>
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""🤩"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t58/1/16/1f929.png"" width=""16""/>
  </span>
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""🤩"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t58/1/16/1f929.png"" width=""16""/>
  </span>
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""🤩"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t58/1/16/1f929.png"" width=""16""/>
  </span>
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""🤩"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t58/1/16/1f929.png"" width=""16""/>
  </span>
 </div>
</div>
",,14 w,https://facebook.com/APTouring/posts/253326363722166
APT,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  The Christmas cruises are magical! Thankyou so much for joining us
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""😊"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t7f/1/16/1f60a.png"" width=""16""/>
  </span>
 </div>
</div>
",,14 w,https://facebook.com/APTouring/posts/253326363722166
Sukhwindar Kerr,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Best voyage was Venice to Istanbul on Le Lyrial. The most luxurious cruise ever.
 </div>
</div>
",,14 w,https://facebook.com/APTouring/posts/253326363722166
APT,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  How incredible Sukhwindar, a wonderful time indeed.
 </div>
</div>
",,14 w,https://facebook.com/APTouring/posts/253326363722166
Rhonda Gebbett,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  I can't wait doing mine in July .
 </div>
 <div dir=""auto"" style=""text-align: start;"">
  Enjoy
 </div>
</div>
",,14 w,https://facebook.com/APTouring/posts/253326363722166
Jim N Kathy Tuckerman,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Did that cruise but other way round awesome experience
 </div>
</div>
",,14 w,https://facebook.com/APTouring/posts/253326363722166
Susan McKay,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  <a class=""x1i10hfl xjbqb8w x6umtig x1b1mbwd xaqea5y xav7gou x9f619 x1ypdohk xt0psk2 xe8uvvx xdj266r x11i5rnm xat24cr x1mh8g0r xexx8yu x4uap5 x18d9i69 xkhd6sd x16tdsg8 x1hl2dhg xggy1nq x1a2a7pz xt0b8zv xzsf02u x1s688f"" href=""https://www.facebook.com/marie.pulford.10?__cft__[0]=AZUmjx2ueQkjqbnq3Kmvr92sBmL1F9OyDdl-LT4XG17jphYt1v9J4GznbYjbjPXwaGgAA41_m9fXFEKCGGOCAaycYw0q_UGFuS4GWlXpPpRJhNeu2d8t-ZcG5FcTdxZjMjngxGi4q4VZbpA2SkLArlMDdzC806WCnUopNCvi8s-G2myZ00nBzaeTysdFZggTGJA&amp;__tn__=R]-R"" role=""link"" tabindex=""0"">
   <span class=""xt0psk2"">
    <span>
     Marie
    </span>
   </span>
  </a>
  - something to look forward to
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""😊"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t7f/1/16/1f60a.png"" width=""16""/>
  </span>
 </div>
</div>
",,14 w,https://facebook.com/APTouring/posts/253326363722166
Sandy Dalzell,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  We have so many awesome memories of our many tours we have done with APT that it is really difficult to choose just one!! We have special memories of Canada &amp; Alaska, Africa, Vietnam &amp; Cambodia, New Zealand, the beautiful Norwegian coast on the Island
  <a tabindex=""-1"">
  </a>
  Sky followed by the Best of the Baltics, China, Japan, Kimberley Kakadu &amp; Arnhem Land and our latest Kimberley Cruise!! All of them were absolutely amazing!   I have picked a photo from our latest Kimberley Cruise onboard the beautiful Caledonian Sky - my favourite day was our visit to Montgomery Reef in the Zodiacs... stunning. I loved it when our zodiac driver nosed the zodiac into the gushing and powerful water! I know the photo won't do the feeling of being there watching this amazing natural phenomenon justice, but here it is:
 </div>
</div>
",,14 w,https://facebook.com/APTouring/posts/253326363722166
APT,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  So many wonderful adventures Sandy!
 </div>
 <div dir=""auto"" style=""text-align: start;"">
  Thankyou so much for sharing your special memories with us, the Zodiac adventures are such an incredible experience!
 </div>
</div>
",,14 w,https://facebook.com/APTouring/posts/253326363722166
Sandy Dalzell,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  <a class=""x1i10hfl xjbqb8w x6umtig x1b1mbwd xaqea5y xav7gou x9f619 x1ypdohk xt0psk2 xe8uvvx xdj266r x11i5rnm xat24cr x1mh8g0r xexx8yu x4uap5 x18d9i69 xkhd6sd x16tdsg8 x1hl2dhg xggy1nq x1a2a7pz xt0b8zv xzsf02u x1s688f"" href=""https://www.facebook.com/APTouring?__cft__[0]=AZUmjx2ueQkjqbnq3Kmvr92sBmL1F9OyDdl-LT4XG17jphYt1v9J4GznbYjbjPXwaGgAA41_m9fXFEKCGGOCAaycYw0q_UGFuS4GWlXpPpRJhNeu2d8t-ZcG5FcTdxZjMjngxGi4q4VZbpA2SkLArlMDdzC806WCnUopNCvi8s-G2myZ00nBzaeTysdFZggTGJA&amp;__tn__=R]-R"" role=""link"" tabindex=""0"">
   <span class=""xt0psk2"">
    <span>
     APT
    </span>
   </span>
  </a>
  I love going on APT adventures with my hubby! I think my favourite types of tours are onboard the Island Sky or Caledonian Sky - a smaller and more intimate ship where we unpack once, an awesome crew who spoils us, very knowledgeable expedition
  <a tabindex=""-1"">
  </a>
  crew and so many awesome places to visit!
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""😁"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t4f/1/16/1f601.png"" width=""16""/>
  </span>
 </div>
</div>
",,14 w,https://facebook.com/APTouring/posts/253326363722166
Sandra Gaylor,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Africa
 </div>
</div>
",,14 w,https://facebook.com/APTouring/posts/253326363722166
Nene Cooper,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Seriously if you are contemplating a trip to Canada with
  <a class=""x1i10hfl xjbqb8w x6umtig x1b1mbwd xaqea5y xav7gou x9f619 x1ypdohk xt0psk2 xe8uvvx xdj266r x11i5rnm xat24cr x1mh8g0r xexx8yu x4uap5 x18d9i69 xkhd6sd x16tdsg8 x1hl2dhg xggy1nq x1a2a7pz xt0b8zv xzsf02u x1s688f"" href=""https://www.facebook.com/APTouring?__cft__[0]=AZX7Vuq5JUpNw0MDIY5RgaW093HmD2MI-Vj2yl1cSleEZ9A6NdYIF20Is1CpE2RBWOezoavylR4fMa8ldjVVScJzbEMvCb5G90z53KlmRFn_6hmHV3Y01VFD2VtkC0Ss0rQAyJdGT6lTO0-memzu0IKwnOApipZ_7byqOHj92oe6tw&amp;__tn__=R]-R"" role=""link"" tabindex=""0"">
   <span class=""xt0psk2"">
    <span>
     APT
    </span>
   </span>
  </a>
  just do it. You will never regret it!!
 </div>
</div>
",2,15 w,https://facebook.com/APTouring/posts/251497597238376
APT,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Thankyou so much Nene!
 </div>
</div>
",,15 w,https://facebook.com/APTouring/posts/251497597238376
Dorne Ann,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Yes just do it ,you will have a wonderful holiday ,we did and it was amazing ,just wonderful
 </div>
</div>
",,15 w,https://facebook.com/APTouring/posts/251497597238376
APT,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Thank you so much Dorne! It is such an incredible place to visit.
 </div>
</div>
",,15 w,https://facebook.com/APTouring/posts/251497597238376
